#                   file   nse gr rec1 rec2     id1     id2  n_avr a_max a  m  f  g asun_sca asmi_sca pro_sca asun_sol asmi_sol pro_sol      Ls      obs      ifg               utc_start
#                      1     2  3    4    5       6       7      8     910 11 12 13       14       15      16       17       18      19      20       21       22                      23
112E01_2018-322T00-43-38  4398  2  581  628    4542    4589  26291 14473 1  5  4  2   72.597   67.249   0.000    0.686    0.684 100.000 290.356 OCC_SOL  SHORT    2018-NOV-18-02:29:24.11
113001_2018-322T04-39-20  4400  2  585 1173    5838    6426  26307 17138 1  5  4  2  145.165  143.779   0.000    0.430    0.427 100.000 290.457 OCC_SOL  SHORT    2018-NOV-18-06:26:56.68
113101_2018-322T06-37-14  4401  2  335  382    6788    6835  26332 15347 1  5  4  2   72.432   67.233   0.000    0.693    0.691 100.000 290.488 OCC_SOL  SHORT    2018-NOV-18-07:38:51.46
113201_2018-322T08-35-09  4402  2  575  620    7670    7715  26300 15418 1  5  4  2   73.068   67.685   0.000    0.686    0.684 100.000 290.556 OCC_SOL  SHORT    2018-NOV-18-10:21:01.10
113301_2018-322T10-33-05  4403  2  335  973    8070    8708  26326 17207 1  5  4  2  144.052   67.317   0.000    0.436    0.429 100.000 290.588 OCC_SOL  SHORT    2018-NOV-18-11:34:41.39
113401_2018-322T12-30-59  4404  2  573  618    9542    9587  26326 15585 1  5  4  2   76.039   67.245   0.000    0.686    0.684 100.000 290.656 OCC_SOL  SHORT    2018-NOV-18-14:16:40.98
113601_2018-322T16-26-40  4406  2  579 1175   10824   11420  26337 17377 1  5  4  2  145.274  145.187   0.000    0.430    0.428 100.000 290.757 OCC_SOL  SHORT    2018-NOV-18-18:14:09.76
113701_2018-322T18-24-33  4407  2  333  976   11780   12423  26342 16094 1  5  4  2  143.905   67.249   0.000    0.693    0.690 100.000 290.787 OCC_SOL  SHORT    2018-NOV-18-19:26:16.32
113801_2018-322T20-22-30  4408  2  571  618   13253   13300  26348 15727 1  5  4  2   72.429   67.244   0.000    0.686    0.684 100.000 290.856 OCC_SOL  SHORT    2018-NOV-18-22:08:00.05
113901_2018-322T22-20-25  4409  2  333  978   13653   14298  26344 18370 1  5  4  2  144.399   67.324   0.000    0.436    0.430 100.000 290.887 OCC_SOL  SHORT    2018-NOV-18-23:22:07.19
113A01_2018-323T00-18-20  4410  2  571  616   15128   15173  26329 15788 1  5  4  2   72.666   67.244   0.000    0.686    0.684 100.000 290.956 OCC_SOL  SHORT    2018-NOV-19-02:03:58.84
113C01_2018-323T04-14-03  4412  2  577 1178   16406   17007  26348 17319 1  5  4  2  145.186  145.181   0.000    0.430    0.427 100.000 291.056 OCC_SOL  SHORT    2018-NOV-19-06:01:23.73
113D01_2018-323T06-11-55  4413  2  333  380   17367   17414  26354 15451 1  5  4  2   72.432   67.235   0.000    0.693    0.691 100.000 291.087 OCC_SOL  SHORT    2018-NOV-19-07:13:45.11
113E01_2018-323T08-09-51  4414  2  575 1178   18245   18848  26353 17400 1  5  4  2  145.274  145.270   0.000    0.430    0.427 100.000 291.156 OCC_SOL  SHORT    2018-NOV-19-09:57:15.71
113F01_2018-323T10-07-48  4415  2  333  985   19208   19860  26352 16003 1  5  4  2  143.982   67.234   0.000    0.693    0.691 100.000 291.187 OCC_SOL  SHORT    2018-NOV-19-11:09:37.20
114001_2018-323T12-05-42  4416  2  575 1183   20694   21302  26351 15857 1  5  4  2  145.090  145.087   0.000    0.685    0.684 100.000 291.256 OCC_SOL  SHORT    2018-NOV-19-13:52:58.72
115501_2018-325T05-21-30  4437  1    1  678   22226   22903  26225 15445 1  5  4  2  145.183  145.180   0.000    0.435    0.432 100.000 292.285 OCC_SOL  SHORT    2018-NOV-21-06:25:52.62
118001_2018-328T17-51-50  4480  2  347 1119     525    1297  26234 15810 1  5  4  2  144.785   67.323   0.000    0.433    0.428 100.000 294.421 OCC_SOL  SHORT    2018-NOV-24-18:54:35.21
118001_2018-328T17-51-50  4480  4 1302 2035    1481    2214  26238 15799 1  5  4  2  145.188  145.184   0.000    0.430    0.428 100.000 294.439 OCC_SOL  SHORT    2018-NOV-24-19:37:20.45
118101_2018-328T19-49-44  4481  2  347 1120    2593    3366  26244 14199 1  5  4  2  144.167   67.235   0.000    0.692    0.690 100.000 294.471 OCC_SOL  SHORT    2018-NOV-24-20:52:29.89
118101_2018-328T19-49-44  4481  4 1303 2032    3550    4279  26247 14404 1  5  4  2  145.179  145.177   0.000    0.685    0.684 100.000 294.489 OCC_SOL  SHORT    2018-NOV-24-21:35:13.84
118201_2018-328T21-47-40  4482  2  347  400    4659    4712  26260 14097 1  5  4  2   71.854   67.235   0.000    0.691    0.690 100.000 294.521 OCC_SOL  SHORT    2018-NOV-24-22:50:31.39
118201_2018-328T21-47-40  4482  4  573  624    4885    4936  26268 13810 1  5  4  2   72.034   67.245   0.000    0.686    0.684 100.000 294.538 OCC_SOL  SHORT    2018-NOV-24-23:31:29.55
118501_2018-329T03-41-31  4485  2  343 1127    6601    7385  26294 16960 1  5  4  2  144.477   67.317   0.000    0.433    0.428 100.000 294.669 OCC_SOL  SHORT    2018-NOV-25-04:44:05.69
118501_2018-329T03-41-31  4485  4 1306 2046    7565    8305  26294 16967 1  5  4  2  145.556  145.535   0.000    0.431    0.428 100.000 294.687 OCC_SOL  SHORT    2018-NOV-25-05:26:48.72
118601_2018-329T05-39-25  4486  2  343 1132    8681    9470  26304 15507 1  5  4  2  144.188   67.234   0.000    0.691    0.690 100.000 294.719 OCC_SOL  SHORT    2018-NOV-25-06:42:07.32
118601_2018-329T05-39-25  4486  4 1309 2051    9648   10390  26305 15227 1  5  4  2  145.180  145.176   0.000    0.685    0.684 100.000 294.737 OCC_SOL  SHORT    2018-NOV-25-07:24:38.57
118701_2018-329T07-37-18  4487  2  343 1131   10766   11554  26313 17123 1  5  4  2  144.195   67.318   0.000    0.433    0.429 100.000 294.769 OCC_SOL  SHORT    2018-NOV-25-08:40:10.64
118701_2018-329T07-37-18  4487  4 1308 2052   11732   12476  26313 17076 1  5  4  2  145.188  145.184   0.000    0.431    0.428 100.000 294.786 OCC_SOL  SHORT    2018-NOV-25-09:22:34.58
118801_2018-329T09-35-15  4488  2  343 1131   12852   13640  26318 15690 1  5  4  2  144.100   67.235   0.000    0.691    0.690 100.000 294.818 OCC_SOL  SHORT    2018-NOV-25-10:38:12.28
118801_2018-329T09-35-15  4488  4 1308 2055   13818   14565  26322 15505 1  5  4  2  145.180  145.176   0.000    0.685    0.684 100.000 294.836 OCC_SOL  SHORT    2018-NOV-25-11:20:30.55
118901_2018-329T11-33-13  4489  2  343  396   14940   14993  26320 15233 1  5  4  2   71.851   67.236   0.000    0.691    0.690 100.000 294.868 OCC_SOL  SHORT    2018-NOV-25-12:36:16.61
118901_2018-329T11-33-13  4489  4  569 1318   15166   15915  26328 15630 1  5  4  2  145.180  145.176   0.000    0.685    0.684 100.000 294.885 OCC_SOL  SHORT    2018-NOV-25-13:18:27.62
118B01_2018-329T15-29-08  4491  2  341 1138   16929   17726  26332 17178 1  5  4  2  144.293   67.320   0.000    0.433    0.429 100.000 294.967 OCC_SOL  SHORT    2018-NOV-25-16:32:04.59
118B01_2018-329T15-29-08  4491  4 1313 2069   17902   18658  26332 17205 1  5  4  2  145.275  145.272   0.000    0.430    0.428 100.000 294.985 OCC_SOL  SHORT    2018-NOV-25-17:14:11.64
118C01_2018-329T17-27-01  4492  2  341  394   19032   19085  26328 15552 1  5  4  2   71.851   67.236   0.000    0.691    0.690 100.000 295.016 OCC_SOL  SHORT    2018-NOV-25-18:29:53.16
118C01_2018-329T17-27-01  4492  4  565 1325   19257   20017  26336 15666 1  5  4  2  145.179  145.176   0.000    0.685    0.684 100.000 295.034 OCC_SOL  SHORT    2018-NOV-25-19:12:01.54
118D01_2018-329T19-24-51  4493  2  341 1142   20391   21192  26339 17251 1  5  4  2  144.298   67.320   0.000    0.433    0.429 100.000 295.066 OCC_SOL  SHORT    2018-NOV-25-20:27:49.59
118D01_2018-329T19-24-51  4493  4 1315 2075   21366   22126  26339 17191 1  5  4  2  145.275  145.272   0.000    0.431    0.428 100.000 295.084 OCC_SOL  SHORT    2018-NOV-25-21:09:56.56
118E01_2018-329T21-22-49  4494  2  341  394   22500   22553  26321 15462 1  5  4  2   71.848   67.234   0.000    0.691    0.689 100.000 295.115 OCC_SOL  SHORT    2018-NOV-25-22:25:40.99
118E01_2018-329T21-22-49  4494  4  559  612   22718   22771  26343 15573 1  5  4  2   71.857   67.245   0.000    0.686    0.684 100.000 295.132 OCC_SOL  SHORT    2018-NOV-25-23:05:59.25
118F01_2018-329T23-20-47  4495  2  341 1147   23138   23944  26340 18266 1  5  4  2  144.368   67.318   0.000    0.433    0.428 100.000 295.165 OCC_SOL  SHORT    2018-NOV-26-00:23:38.53
118F01_2018-329T23-20-47  4495  4 1320 2083   24118   24881  26335 17218 1  5  4  2  145.363  145.360   0.000    0.431    0.428 100.000 295.183 OCC_SOL  SHORT    2018-NOV-26-01:05:47.55
119101_2018-330T03-16-42  4497  2  341  394   25893   25946  26343 15252 1  5  4  2   73.563   67.235   0.000    0.691    0.690 100.000 295.264 OCC_SOL  SHORT    2018-NOV-26-04:19:40.41
119101_2018-330T03-16-42  4497  4  557  610   26109   26162  26329 15730 1  5  4  2   76.472   67.244   0.000    0.686    0.684 100.000 295.281 OCC_SOL  SHORT    2018-NOV-26-04:59:33.71
119201_2018-330T05-14-36  4498  2  341  394   26531   26584  26343 15405 1  5  4  2   71.844   67.234   0.000    0.691    0.690 100.000 295.314 OCC_SOL  SHORT    2018-NOV-26-06:17:42.90
119201_2018-330T05-14-36  4498  4  563 1335   26753   27525  26344 15611 1  5  4  2  145.180  145.176   0.000    0.685    0.684 100.000 295.331 OCC_SOL  SHORT    2018-NOV-26-06:59:24.69
119301_2018-330T07-12-30  4499  2  339 1160   27899   28720  26347 17285 1  5  4  2  144.322   67.319   0.000    0.433    0.428 100.000 295.363 OCC_SOL  SHORT    2018-NOV-26-08:15:22.42
119301_2018-330T07-12-30  4499  4 1331 2106   28891   29666  26340 17202 1  5  4  2  145.275  145.272   0.000    0.431    0.428 100.000 295.381 OCC_SOL  SHORT    2018-NOV-26-08:57:16.58
119501_2018-330T11-08-24  4501  2  341  396   30678   30733  26348 15128 1  5  4  2   73.347   67.236   0.000    0.691    0.690 100.000 295.462 OCC_SOL  SHORT    2018-NOV-26-12:11:27.31
119501_2018-330T11-08-24  4501  4  557  608   30894   30945  26321 15378 1  5  4  2   76.798   67.245   0.000    0.686    0.684 100.000 295.479 OCC_SOL  SHORT    2018-NOV-26-12:51:23.61
119701_2018-330T15-04-20  4503  2  341 1171   31952   32782  26347 18176 1  5  4  2  144.541   67.323   0.000    0.433    0.429 100.000 295.561 OCC_SOL  SHORT    2018-NOV-26-16:07:22.17
119701_2018-330T15-04-20  4503  4 1340 2129   32952   33741  26348 17230 1  5  4  2  145.275  145.272   0.000    0.431    0.429 100.000 295.578 OCC_SOL  SHORT    2018-NOV-26-16:48:57.70
11AB01_2018-332T06-23-11  4523  1    1  887   34034   34920  26216 15277 1  5  4  2  145.269  145.180   0.000    0.432    0.430 100.000 296.551 OCC_SOL  SHORT    2018-NOV-28-07:29:02.48
11D201_2018-335T11-03-51  4562  2   33  182      33     182  26216 27991 1  5  4  2   73.875   67.236   0.000    0.688    0.687 100.000 298.571 OCC_SOL  SHORT    2018-DEC-01-16:04:15.13
11D501_2018-335T16-57-52  4565  2  851 1876    1469    2494  26227 15544 1  5  4  2  143.750   67.319   0.000    0.430    0.427 100.000 298.620 OCC_SOL  SHORT    2018-DEC-01-18:02:23.62
11D601_2018-335T18-55-50  4566  2  850 1001    3785    3936  26236 13589 1  5  4  2   72.164   67.236   0.000    0.688    0.686 100.000 298.669 OCC_SOL  SHORT    2018-DEC-01-20:00:13.45
11D601_2018-335T18-55-50  4566  4 1323 1474    4258    4409  26235 13661 1  5  4  2   72.162   67.247   0.000    0.686    0.684 100.000 298.684 OCC_SOL  SHORT    2018-DEC-01-20:36:06.26
11D701_2018-335T20-53-45  4567  2  853 1881    5346    6374  26252 16301 1  5  4  2  143.845   67.319   0.000    0.430    0.427 100.000 298.718 OCC_SOL  SHORT    2018-DEC-01-21:58:15.54
11D701_2018-335T21-16-55  4567  2  545 1573    5346    6374  26252 16301 1  5  4  2  143.845   67.319   0.000    0.430    0.427 100.000 298.718 OCC_SOL  SHORT    2018-DEC-01-21:58:15.54
11D801_2018-335T22-51-41  4568  2  855 1882    7667    8694  26268 14590 1  5  4  2  143.748   67.236   0.000    0.688    0.687 100.000 298.767 OCC_SOL  SHORT    2018-DEC-01-23:56:15.05
11DB01_2018-336T04-45-45  4571  2  861 1014   13132   13285  26298 15073 1  5  4  2   72.741   67.241   0.000    0.688    0.686 100.000 298.915 OCC_SOL  SHORT    2018-DEC-02-05:50:18.35
11DB01_2018-336T04-45-45  4571  4 1337 1486   13608   13757  26296 14741 1  5  4  2   73.886   67.247   0.000    0.686    0.685 100.000 298.930 OCC_SOL  SHORT    2018-DEC-02-06:25:57.33
11DC01_2018-336T06-43-42  4572  2  861 1902   14704   15746  26306 17311 1  5  4  2  143.928   67.317   0.000    0.430    0.426 100.000 298.964 OCC_SOL  SHORT    2018-DEC-02-07:48:16.89
11DD01_2018-336T08-41-38  4573  2  861 1014   17048   17201  26314 15323 1  5  4  2   73.719   67.239   0.000    0.688    0.686 100.000 299.013 OCC_SOL  SHORT    2018-DEC-02-09:46:08.40
11DE01_2018-336T10-39-35  4574  2  865 1904   18500   19539  26319 17729 1  5  4  2  143.860   67.319   0.000    0.430    0.426 100.000 299.062 OCC_SOL  SHORT    2018-DEC-02-11:44:15.54
11E101_2018-336T16-33-39  4577  2  869 1912   24005   25048  26333 15700 1  5  4  2  143.770   67.235   0.000    0.688    0.687 100.000 299.210 OCC_SOL  SHORT    2018-DEC-02-17:38:23.28
11E201_2018-336T18-31-39  4578  2  869 1917   26354   27402  26334 18038 1  5  4  2  143.955   67.320   0.000    0.430    0.427 100.000 299.259 OCC_SOL  SHORT    2018-DEC-02-19:36:22.43
11E301_2018-336T20-29-35  4579  2  869 1914   28708   29753  26336 15680 1  5  4  2  143.687   67.236   0.000    0.688    0.687 100.000 299.308 OCC_SOL  SHORT    2018-DEC-02-21:34:21.16
11E301_2018-336T20-29-35  4579  4 2237 2392   30077   30232  26331 15333 1  5  4  2   72.040   67.247   0.000    0.687    0.685 100.000 299.323 OCC_SOL  SHORT    2018-DEC-02-22:09:36.12
11E401_2018-336T22-27-31  4580  2  867 1020   31185   31338  26341 15383 1  5  4  2   73.712   67.236   0.000    0.688    0.686 100.000 299.357 OCC_SOL  SHORT    2018-DEC-02-23:32:20.42
11E601_2018-337T02-23-32  4582  2  871 1921   34223   35273  26337 17717 1  5  4  2  143.874   67.320   0.000    0.430    0.427 100.000 299.455 OCC_SOL  SHORT    2018-DEC-03-03:28:21.64
11E801_2018-337T06-19-34  4584  2  871 1026   38161   38316  26338 15610 1  5  4  2   73.626   67.235   0.000    0.688    0.686 100.000 299.553 OCC_SOL  SHORT    2018-DEC-03-07:24:19.51
11E901_2018-337T08-17-31  4585  2  871 1930   39615   40674  26343 18216 1  5  4  2  144.257   67.757   0.000    0.430    0.425 100.000 299.602 OCC_SOL  SHORT    2018-DEC-03-09:22:23.00
11EA01_2018-337T10-15-27  4586  2  869 1024   41978   42133  26335 15517 1  5  4  2   72.736   67.234   0.000    0.687    0.685 100.000 299.651 OCC_SOL  SHORT    2018-DEC-03-11:20:17.54
11EA01_2018-337T10-15-27  4586  4 1341 1494   42450   42603  26333 15273 1  5  4  2   73.761   67.249   0.000    0.687    0.685 100.000 299.666 OCC_SOL  SHORT    2018-DEC-03-11:55:25.68
120101_2018-339T07-29-16  4609  1    1 1049   45488   46536  26216 15026 1  5  4  2  145.270  145.184   0.000    0.429    0.427 100.000 300.779 OCC_SOL  SHORT    2018-DEC-05-08:36:44.53
122B01_2018-342T18-04-34  4651  2  859 1002    2633    2776  26238 14828 1  5  4  2   74.160   67.237   0.000    0.686    0.684 100.000 302.828 OCC_SOL  SHORT    2018-DEC-08-19:09:33.82
122B01_2018-342T18-04-34  4651  4 1353 2329    3127    4103  26246 13689 1  5  4  2  145.183  145.180   0.000    0.689    0.687 100.000 302.844 OCC_SOL  SHORT    2018-DEC-08-19:47:50.58
122C01_2018-342T20-02-34  4652  2  859 1833    5047    6021  26250 15969 1  5  4  2  143.431   67.319   0.000    0.429    0.425 100.000 302.877 OCC_SOL  SHORT    2018-DEC-08-21:07:33.01
122C01_2018-342T20-02-34  4652  4 2188 3167    6377    7356  26261 15954 1  5  4  2  145.666  145.627   0.000    0.435    0.433 100.000 302.893 OCC_SOL  SHORT    2018-DEC-08-21:45:50.44
122D01_2018-342T22-00-33  4653  2  857 1002    8297    8442  26271 13858 1  5  4  2   72.356   67.236   0.000    0.686    0.685 100.000 302.926 OCC_SOL  SHORT    2018-DEC-08-23:05:26.75
122D01_2018-342T22-00-33  4653  4 1357 2325    8797    9765  26274 14229 1  5  4  2  145.095  145.005   0.000    0.689    0.688 100.000 302.942 OCC_SOL  SHORT    2018-DEC-08-23:43:49.59
122F01_2018-343T01-56-22  4655  2  865 1851   12277   13236  26294 16847 1  5  4  2  143.239   67.318   0.000    0.430    0.381 100.000 303.023 OCC_SOL  SHORT    2018-DEC-09-03:01:18.48
122F01_2018-343T01-56-22  4655  4 2214 3176   13600   14562  26300 16625 1  5  4  2  145.279  145.276   0.000    0.435    0.433 100.000 303.039 OCC_SOL  SHORT    2018-DEC-09-03:39:48.66
123001_2018-343T03-54-23  4656  2  867 1012   15514   15659  26308 14722 1  5  4  2   72.407   67.235   0.000    0.686    0.685 100.000 303.072 OCC_SOL  SHORT    2018-DEC-09-04:59:22.21
123001_2018-343T03-54-23  4656  4 1355 1500   16002   16147  26308 14834 1  5  4  2   74.064   67.249   0.000    0.689    0.687 100.000 303.087 OCC_SOL  SHORT    2018-DEC-09-05:35:54.39
123201_2018-343T07-50-24  4658  2  865 1010   18660   18805  26320 15018 1  5  4  2   72.354   67.235   0.000    0.686    0.684 100.000 303.169 OCC_SOL  SHORT    2018-DEC-09-08:55:12.96
123201_2018-343T07-50-24  4658  4 1355 1504   19150   19299  26310 14864 1  5  4  2   72.345   67.246   0.000    0.690    0.687 100.000 303.184 OCC_SOL  SHORT    2018-DEC-09-09:31:54.00
123301_2018-343T09-48-21  4659  2  869 1818   20238   21187  26326 17590 1  5  4  2  143.400   67.318   0.000    0.429    0.424 100.000 303.218 OCC_SOL  SHORT    2018-DEC-09-10:53:07.53
123301_2018-343T09-48-21  4659  4 2185 3133   21555   22503  26332 16840 1  5  4  2  145.279  145.276   0.000    0.436    0.433 100.000 303.234 OCC_SOL  SHORT    2018-DEC-09-11:31:51.80
123501_2018-343T13-44-11  4661  2  869 1014   25037   25182  26334 15125 1  5  4  2   72.350   67.235   0.000    0.686    0.684 100.000 303.315 OCC_SOL  SHORT    2018-DEC-09-14:49:01.36
123501_2018-343T13-44-11  4661  4 1379 2320   25547   26488  26335 15216 1  5  4  2  145.183  145.180   0.000    0.690    0.688 100.000 303.331 OCC_SOL  SHORT    2018-DEC-09-15:27:50.58
123601_2018-343T15-42-10  4662  2 1565 1582   28138   28155  26336 15282 1  5  4  2   67.248   67.248   0.000    0.695    0.695 100.000 303.385 OCC_SOL  SHORT    2018-DEC-09-17:38:58.32
123701_2018-343T17-40-10  4663  1    1  786   28156   28941  26337 15971 1  5  4  2   73.005   67.239   0.000    0.694    0.693 100.000 303.391 OCC_SOL  SHORT    2018-DEC-09-17:40:15.02
123801_2018-343T19-38-10  4664  2  871 1798   30608   31535  26346 18028 1  5  4  2  143.690   67.319   0.000    0.429    0.424 100.000 303.461 OCC_SOL  SHORT    2018-DEC-09-20:43:00.75
123801_2018-343T19-38-10  4664  4 2173 3111   31911   32849  26351 17012 1  5  4  2  145.191  145.188   0.000    0.436    0.433 100.000 303.477 OCC_SOL  SHORT    2018-DEC-09-21:21:59.77
123901_2018-343T21-36-10  4665  2  871 1014   33803   33946  26359 15345 1  5  4  2   72.429   67.235   0.000    0.686    0.684 100.000 303.509 OCC_SOL  SHORT    2018-DEC-09-22:41:00.23
123901_2018-343T21-36-10  4665  4 1369 1516   34301   34448  26358 15124 1  5  4  2   72.924   67.250   0.000    0.690    0.687 100.000 303.525 OCC_SOL  SHORT    2018-DEC-09-23:18:00.64
123A01_2018-343T23-34-04  4666  2  869 1012   35387   35530  26350 15370 1  5  4  2   72.447   67.242   0.000    0.686    0.684 100.000 303.558 OCC_SOL  SHORT    2018-DEC-10-00:38:48.76
123A01_2018-343T23-34-04  4666  4 1367 1514   35885   36032  26356 15502 1  5  4  2   72.925   67.250   0.000    0.690    0.688 100.000 303.573 OCC_SOL  SHORT    2018-DEC-10-01:15:56.08
123B01_2018-344T01-31-58  4667  2  869 1783   36971   37885  26352 17950 1  5  4  2  143.582   67.319   0.000    0.429    0.424 100.000 303.606 OCC_SOL  SHORT    2018-DEC-10-02:36:43.48
123B01_2018-344T01-31-58  4667  4 2162 3083   38265   39186  26358 16915 1  5  4  2  145.187  145.101   0.000    0.436    0.433 100.000 303.623 OCC_SOL  SHORT    2018-DEC-10-03:15:55.60
123C01_2018-344T03-29-56  4668  2  871 1014   40138   40281  26351 15355 1  5  4  2   72.551   67.234   0.000    0.686    0.684 100.000 303.655 OCC_SOL  SHORT    2018-DEC-10-04:34:40.69
123C01_2018-344T03-29-56  4668  4 1389 2307   40656   41574  26357 15322 1  5  4  2  145.183  145.180   0.000    0.690    0.688 100.000 303.671 OCC_SOL  SHORT    2018-DEC-10-05:13:57.77
123F01_2018-344T09-23-59  4671  2  869 1776   45698   46605  26357 17854 1  5  4  2  143.656   67.318   0.000    0.429    0.424 100.000 303.801 OCC_SOL  SHORT    2018-DEC-10-10:28:32.09
123F01_2018-344T09-23-59  4671  4 2159 3068   46989   47898  26353 16927 1  5  4  2  145.279  145.276   0.000    0.436    0.433 100.000 303.817 OCC_SOL  SHORT    2018-DEC-10-11:08:00.54
124001_2018-344T11-21-52  4672  2  869 1773   48848   49752  26350 15503 1  5  4  2  143.555   67.235   0.000    0.685    0.684 100.000 303.849 OCC_SOL  SHORT    2018-DEC-10-12:26:30.50
